9000000,74
9000001,60
9000002,68
9000003,65
9000004,62
9000005,63
9000006,67
9000007,69
9000008,61
9000009,65
9000010,67
9000011,78
9000012,78
9000013,77
9000014,66
9000015,67
9000016,70
9000017,77
9000018,85
9000019,79
9000020,72
9000021,72
9000022,71
9000023,76
9000024,69
9000025,87
9000026,78
9000027,68
9000028,82
9000029,74
9000030,77
9000031,76
9000032,74
9000033,62
9000034,64
9000035,76
9000036,76
9000037,64
9000038,69
9000039,77
9000040,81
9000041,72
9000042,65
9000043,82
9000044,74
9000045,75
9000046,69
9000047,68
9000048,79
9000049,65
9000050,74
9000051,60
9000052,70
9000053,63
9000054,83
9000055,64
9000056,66
9000057,81
9000058,69
9000059,64
9000060,70
9000061,66
9000062,65
9000063,61
9000064,77
9000065,84
9000066,79
9000067,77
9000068,64
9000069,68
9000070,68
9000071,57
9000072,72
9000073,77
9000074,77
9000075,81
9000076,90
9000077,77
9000078,75
9000079,80
9000080,72
9000081,79
9000082,76
9000083,69
9000084,64
9000085,58
9000086,68
9000087,76
9000088,79
9000089,64
9000090,66
9000091,81
9000092,80
9000093,77
9000094,78
9000095,77
9000096,73
9000097,71
9000098,75
9000099,72
9000100,70
9000101,58
9000102,84
9000103,66
9000104,74
9000105,72
9000106,74
9000107,65
9000108,86
9000109,69
9000110,73
9000111,67
9000112,64
9000113,65
9000114,71
9000115,69
9000116,71
9000117,66
9000118,57
9000119,70
9000120,78
9000121,69
9000122,56
9000123,63
9000124,65
9000125,77
9000126,67
9000127,78
9000128,74
9000129,72
9000130,62
9000131,63
9000132,64
9000133,78
9000134,74
9000135,72
9000136,68
9000137,79
9000138,68
9000139,61
9000140,83
9000141,84
9000142,74
9000143,69
9000144,74
9000145,62
9000146,69
9000147,73
9000148,75
9000149,69
9000150,73
9000151,72
9000152,73
9000153,68
9000154,86
9000155,69
9000156,68
9000157,63
9000158,62
9000159,74
9000160,79
9000161,74
9000162,82
9000163,63
9000164,78
9000165,71
9000166,75
9000167,75
9000168,69
9000169,87
9000170,78
9000171,75
9000172,85
9000173,76
9000174,70
9000175,73
9000176,68
9000177,75
9000178,70
9000179,69
9000180,73
9000181,67
9000182,69
9000183,62
9000184,83
9000185,71
9000186,72
9000187,85
9000188,64
9000189,78
9000190,62
9000191,67
9000192,65
9000193,74
9000194,79
9000195,82
9000196,77
9000197,75
9000198,63
9000199,77
9000200,78
9000201,57
9000202,67
9000203,67
9000204,71
9000205,69
9000206,74
9000207,75
9000208,77
9000209,77
9000210,67
9000211,79
9000212,68
9000213,69
9000214,66
9000215,81
9000216,69
9000217,61
9000218,57
9000219,57
9000220,91
9000221,70
9000222,78
9000223,79
9000224,68
9000225,68
9000226,76
9000227,76
9000228,66
9000229,68
9000230,64
9000231,86
9000232,81
9000233,69
9000234,76
9000235,62
9000236,61
9000237,65
9000238,69
9000239,80
9000240,65
9000241,64
9000242,90
9000243,60
9000244,80
9000245,67
9000246,70
9000247,66
9000248,93
9000249,60
9000250,76
9000251,81
9000252,70
9000253,69
9000254,61
9000255,71
9000256,65
9000257,74
9000258,67
9000259,72
9000260,84
9000261,79
9000262,68
9000263,77
9000264,77
9000265,81
9000266,72
9000267,72
9000268,73
9000269,63
9000270,65
9000271,63
9000272,82
9000273,63
9000274,70
9000275,74
9000276,71
9000277,84
9000278,67
9000279,72
9000280,70
9000281,68
9000282,73
9000283,73
9000284,74
9000285,69
9000286,83
9000287,68
9000288,57
9000289,74
9000290,78
9000291,75
9000292,75
9000293,73
9000294,74
9000295,73
9000296,77
9000297,78
9000298,69
9000299,77
9000300,70
9000301,71
9000302,61
9000303,68
9000304,73
9000305,60
9000306,72
9000307,74
9000308,67
9000309,67
9000310,70
9000311,70
9000312,79
9000313,65
9000314,87
9000315,71
9000316,76
9000317,53
9000318,80
9000319,66
9000320,62
9000321,73
9000322,74
9000323,75
9000324,66
9000325,68
9000326,84
9000327,70
9000328,74
9000329,73
9000330,76
9000331,66
9000332,64
9000333,65
9000334,79
9000335,75
9000336,72
9000337,77
9000338,71
9000339,80
9000340,68
9000341,66
9000342,70
9000343,69
9000344,67
9000345,74
9000346,65
9000347,79
9000348,78
9000349,75
9000350,66
9000351,58
9000352,70
9000353,74
9000354,73
9000355,76
9000356,68
9000357,68
9000358,73
9000359,70
9000360,59
9000361,64
9000362,71
9000363,67
9000364,55
9000365,90
9000366,65
9000367,79
9000368,66
9000369,73
9000370,74
9000371,64
9000372,63
9000373,61
9000374,73
9000375,64
9000376,79
9000377,67
9000378,80
9000379,57
9000380,78
9000381,74
9000382,72
9000383,69
9000384,77
9000385,77
9000386,80
9000387,54
9000388,72
9000389,72
9000390,69
9000391,69
9000392,64
9000393,57
9000394,73
9000395,80
9000396,69
9000397,79
9000398,65
9000399,73
9000400,73
9000401,84
9000402,57
9000403,60
9000404,76
9000405,74
9000406,87
9000407,63
9000408,65
9000409,60
9000410,68
9000411,61
9000412,78
9000413,70
9000414,65
9000415,70
9000416,77
9000417,69
9000418,71
9000419,76
9000420,75
9000421,65
9000422,84
9000423,76
9000424,76
9000425,71
9000426,78
9000427,71
9000428,77
9000429,69
9000430,63
9000431,81
9000432,78
9000433,66
9000434,77
9000435,68
9000436,73
9000437,65
9000438,69
9000439,64
9000440,79
9000441,90
9000442,68
9000443,68
9000444,71
9000445,68
9000446,82
9000447,67
9000448,74
9000449,59
9000450,74
9000451,78
9000452,68
9000453,68
9000454,64
9000455,79
9000456,76
9000457,61
9000458,95
9000459,73
9000460,68
9000461,74
9000462,71
9000463,65
9000464,79
9000465,57
9000466,69
9000467,63
9000468,83
9000469,64
