7000000,68
7000001,52
7000002,58
7000003,59
7000004,48
7000005,75
7000006,84
7000007,43
7000008,60
7000009,57
7000010,90
7000011,84
7000012,73
7000013,84
7000014,57
7000015,57
7000016,71
7000017,76
7000018,91
7000019,62
7000020,60
7000021,68
7000022,51
7000023,73
7000024,42
7000025,56
7000026,49
7000027,73
7000028,68
7000029,39
7000030,63
7000031,84
7000032,46
7000033,75
7000034,46
7000035,59
7000036,73
7000037,82
7000038,51
7000039,47
7000040,84
7000041,69
7000042,67
7000043,63
7000044,57
7000045,69
7000046,64
7000047,72
7000048,64
7000049,76
7000050,56
7000051,53
7000052,74
7000053,60
7000054,41
7000055,52
7000056,67
7000057,48
7000058,85
7000059,51
7000060,68
7000061,65
7000062,82
7000063,67
7000064,59
7000065,57
7000066,49
7000067,79
7000068,68
7000069,60
7000070,69
7000071,78
7000072,37
7000073,66
7000074,80
7000075,56
7000076,59
7000077,48
7000078,53
7000079,73
7000080,65
7000081,61
7000082,69
7000083,52
7000084,77
7000085,54
7000086,59
7000087,61
7000088,49
7000089,69
7000090,73
7000091,73
7000092,55
7000093,61
7000094,51
7000095,82
7000096,80
7000097,63
7000098,42
7000099,47
7000100,64
7000101,50
7000102,65
7000103,53
7000104,89
7000105,61
7000106,37
7000107,61
7000108,34
7000109,67
7000110,63
7000111,65
7000112,84
7000113,76
7000114,66
7000115,64
7000116,47
7000117,58
7000118,67
7000119,44
7000120,94
7000121,82
7000122,66
7000123,70
7000124,72
7000125,60
7000126,52
7000127,45
7000128,57
7000129,57
7000130,46
7000131,57
7000132,49
7000133,64
7000134,67
7000135,61
7000136,64
7000137,67
7000138,73
7000139,57
7000140,43
7000141,70
7000142,49
7000143,61
7000144,57
7000145,79
7000146,69
7000147,54
7000148,40
7000149,52
7000150,75
7000151,70
7000152,49
7000153,55
7000154,65
7000155,80
7000156,77
7000157,63
7000158,69
7000159,65
7000160,80
7000161,66
7000162,60
7000163,68
7000164,59
7000165,59
7000166,76
7000167,69
7000168,85
7000169,36
7000170,45
7000171,70
7000172,64
7000173,67
7000174,53
7000175,60
7000176,63
7000177,72
7000178,57
7000179,78
7000180,94
7000181,66
7000182,59
7000183,58
7000184,82
7000185,56
7000186,48
7000187,71
7000188,83
7000189,39
7000190,66
7000191,56
7000192,64
7000193,73
7000194,60
7000195,87
7000196,49
7000197,61
7000198,51
7000199,45
7000200,69
7000201,67
7000202,56
7000203,50
7000204,47
7000205,57
7000206,64
7000207,73
7000208,45
7000209,61
7000210,63
7000211,64
7000212,93
7000213,78
7000214,73
7000215,35
7000216,62
7000217,39
7000218,75
7000219,82
7000220,57
7000221,39
7000222,75
7000223,52
7000224,76
7000225,55
7000226,41
7000227,55
7000228,77
7000229,54
7000230,39
7000231,100
7000232,38
7000233,67
7000234,48
7000235,77
7000236,42
7000237,67
7000238,66
7000239,50
7000240,51
7000241,86
7000242,35
7000243,53
7000244,63
7000245,68
7000246,46
7000247,51
7000248,52
7000249,47
7000250,55
7000251,73
7000252,50
7000253,77
7000254,63
7000255,51
7000256,64
7000257,54
7000258,51
7000259,50
7000260,68
7000261,76
7000262,63
7000263,60
7000264,43
7000265,44
7000266,35
7000267,66
7000268,53
7000269,56
7000270,68
7000271,69
7000272,47
7000273,37
7000274,52
7000275,47
7000276,62
7000277,70
7000278,64
7000279,71
7000280,66
7000281,77
7000282,68
7000283,65
7000284,59
7000285,60
7000286,80
7000287,65
7000288,64
7000289,49
