5000000,96
5000001,97
5000002,81
5000003,78
5000004,75
5000005,92
5000006,91
5000007,86
5000008,77
5000009,84
5000010,85
5000011,85
5000012,91
5000013,79
5000014,81
5000015,90
5000016,90
5000017,95
5000018,80
5000019,89
5000020,85
5000021,90
5000022,90
5000023,87
5000024,87
5000025,83
5000026,78
5000027,85
5000028,91
5000029,87
5000030,80
5000031,88
5000032,98
5000033,92
5000034,90
5000035,80
5000036,89
5000037,96
5000038,91
5000039,100
5000040,84
5000041,83
5000042,88
5000043,95
5000044,85
5000045,100
5000046,87
5000047,97
5000048,85
5000049,85
5000050,97
5000051,100
5000052,88
5000053,94
5000054,92
5000055,78
5000056,95
5000057,79
5000058,79
5000059,85
5000060,90
5000061,89
5000062,85
5000063,90
5000064,82
5000065,82
5000066,86
5000067,92
5000068,89
5000069,96
5000070,97
5000071,71
5000072,99
5000073,89
5000074,89
5000075,89
5000076,86
5000077,86
5000078,98
5000079,82
5000080,76
5000081,83
5000082,83
5000083,96
5000084,80
5000085,99
5000086,78
5000087,88
5000088,77
5000089,83
5000090,93
5000091,89
5000092,92
5000093,91
5000094,92
5000095,88
5000096,100
5000097,82
5000098,90
5000099,96
5000100,93
5000101,93
5000102,80
5000103,93
5000104,96
5000105,77
5000106,94
5000107,85
5000108,76
5000109,90
5000110,84
5000111,94
5000112,89
5000113,85
5000114,86
5000115,83
5000116,92
5000117,85
5000118,80
5000119,84
5000120,90
5000121,80
5000122,99
5000123,78
5000124,84
5000125,79
5000126,87
5000127,75
5000128,87
5000129,93
5000130,87
5000131,80
5000132,79
5000133,92
5000134,82
5000135,91
5000136,89
5000137,84
5000138,87
5000139,91
5000140,74
5000141,81
5000142,90
5000143,91
5000144,86
5000145,83
5000146,100
5000147,86
5000148,92
5000149,80
5000150,87
5000151,84
5000152,86
5000153,72
5000154,84
5000155,89
5000156,91
5000157,84
5000158,82
5000159,88
5000160,82
5000161,87
5000162,98
5000163,89
5000164,89
5000165,91
5000166,93
5000167,90
5000168,82
5000169,93
5000170,87
5000171,98
5000172,88
5000173,91
5000174,90
5000175,70
5000176,81
5000177,93
5000178,81
5000179,90
5000180,97
5000181,92
5000182,87
5000183,96
5000184,87
5000185,86
5000186,80
5000187,85
5000188,77
5000189,94
5000190,95
5000191,83
5000192,86
5000193,81
5000194,74
5000195,93
5000196,84
5000197,87
5000198,81
5000199,84
5000200,83
5000201,78
5000202,83
5000203,86
5000204,89
5000205,98
5000206,89
5000207,92
5000208,77
5000209,80
5000210,88
5000211,85
5000212,82
5000213,93
5000214,84
5000215,84
5000216,88
5000217,97
5000218,83
5000219,88
5000220,93
5000221,83
5000222,93
5000223,85
5000224,82
5000225,88
5000226,80
5000227,99
5000228,90
5000229,85
5000230,91
5000231,79
5000232,82
5000233,95
5000234,83
5000235,87
5000236,79
5000237,87
5000238,81
5000239,90
5000240,87
5000241,91
5000242,100
5000243,80
5000244,88
5000245,78
5000246,84
5000247,95
5000248,91
5000249,98
5000250,85
5000251,87
5000252,79
5000253,81
5000254,86
5000255,86
5000256,89
5000257,92
5000258,80
5000259,87
5000260,85
5000261,86
5000262,85
5000263,94
5000264,83
5000265,94
5000266,92
5000267,90
5000268,91
5000269,80
5000270,76
5000271,97
5000272,76
5000273,83
5000274,96
5000275,83
5000276,97
5000277,92
5000278,80
5000279,91
5000280,91
5000281,90
5000282,86
5000283,74
5000284,100
5000285,88
5000286,82
5000287,88
5000288,82
5000289,81
5000290,84
5000291,97
5000292,82
5000293,84
5000294,84
5000295,86
5000296,96
5000297,86
5000298,86
5000299,89
5000300,92
5000301,96
5000302,90
5000303,85
5000304,83
5000305,90
5000306,91
5000307,85
5000308,85
5000309,81
5000310,84
5000311,82
5000312,86
5000313,91
5000314,84
5000315,87
5000316,94
5000317,84
5000318,84
5000319,83
5000320,91
5000321,84
5000322,81
5000323,90
5000324,97
5000325,79
5000326,96
5000327,85
5000328,93
5000329,93
5000330,85
5000331,82
5000332,92
5000333,96
5000334,84
5000335,91
5000336,92
5000337,81
5000338,85
5000339,92
5000340,88
5000341,100
5000342,79
5000343,85
5000344,88
5000345,83
5000346,92
5000347,75
5000348,88
5000349,77
5000350,90
5000351,88
5000352,89
5000353,77
5000354,88
5000355,90
5000356,84
5000357,81
5000358,89
5000359,96
5000360,81
5000361,88
5000362,80
5000363,93
5000364,86
5000365,87
5000366,78
5000367,83
5000368,89
5000369,94
5000370,92
5000371,81
5000372,85
5000373,88
5000374,89
5000375,96
5000376,95
5000377,87
5000378,91
5000379,84
5000380,96
5000381,97
5000382,84
5000383,82
5000384,90
5000385,91
5000386,88
5000387,87
5000388,93
5000389,89
5000390,87
5000391,91
5000392,83
5000393,86
5000394,88
5000395,92
5000396,83
5000397,97
5000398,96
5000399,77
5000400,91
5000401,82
5000402,84
5000403,69
5000404,78
5000405,94
5000406,84
5000407,88
5000408,89
5000409,94
5000410,84
5000411,91
5000412,79
5000413,84
5000414,85
5000415,83
5000416,96
5000417,79
5000418,84
5000419,86
5000420,90
5000421,85
5000422,84
5000423,90
5000424,87
5000425,88
5000426,82
5000427,87
5000428,85
5000429,79
5000430,82
5000431,76
5000432,91
5000433,74
5000434,86
5000435,95
5000436,87
5000437,90
5000438,83
5000439,87
5000440,99
5000441,78
5000442,95
5000443,99
5000444,88
5000445,78
5000446,93
5000447,90
5000448,89
5000449,82
5000450,90
5000451,88
5000452,82
5000453,84
5000454,87
5000455,84
5000456,87
5000457,92
5000458,79
5000459,87
5000460,95
5000461,91
5000462,82
5000463,82
5000464,79
5000465,81
5000466,96
5000467,90
5000468,93
5000469,93
5000470,90
5000471,97
5000472,80
5000473,95
5000474,93
5000475,86
5000476,91
5000477,89
5000478,94
5000479,92
5000480,76
5000481,83
5000482,93
5000483,92
5000484,87
5000485,94
5000486,83
5000487,87
5000488,85
5000489,94
5000490,86
5000491,96
5000492,92
5000493,89
5000494,95
5000495,84
5000496,86
5000497,87
5000498,85
5000499,100
5000500,90
5000501,88
5000502,99
5000503,82
5000504,82
5000505,91
5000506,78
5000507,84
5000508,78
5000509,86
5000510,90
5000511,79
5000512,77
5000513,74
5000514,78
5000515,82
5000516,89
5000517,92
5000518,76
5000519,89
5000520,87
5000521,80
5000522,91
5000523,92
5000524,90
5000525,95
5000526,87
5000527,83
5000528,90
5000529,86
5000530,83
5000531,81
5000532,89
5000533,86
5000534,92
5000535,85
5000536,95
5000537,90
5000538,98
5000539,81
5000540,94
5000541,91
5000542,81
5000543,88
5000544,99
5000545,96
5000546,86
5000547,88
5000548,81
5000549,86
5000550,87
5000551,75
5000552,90
5000553,89
5000554,95
5000555,87
5000556,96
5000557,82
5000558,77
5000559,87
5000560,83
5000561,87
5000562,78
5000563,88
5000564,84
5000565,89
5000566,75
5000567,87
5000568,90
5000569,92
5000570,84
5000571,85
5000572,87
5000573,88
5000574,84
5000575,84
5000576,83
5000577,87
5000578,88
5000579,94
5000580,93
5000581,78
5000582,82
5000583,87
5000584,84
5000585,86
5000586,77
5000587,91
5000588,100
5000589,83
5000590,90
5000591,91
5000592,90
5000593,80
5000594,88
5000595,88
