6000000,85
6000001,73
6000002,90
6000003,82
6000004,83
6000005,87
6000006,87
6000007,79
6000008,86
6000009,81
6000010,57
6000011,69
6000012,92
6000013,71
6000014,71
6000015,82
6000016,59
6000017,97
6000018,78
6000019,79
6000020,75
6000021,77
6000022,76
6000023,69
6000024,77
6000025,75
6000026,66
6000027,75
6000028,81
6000029,74
6000030,78
6000031,69
6000032,90
6000033,84
6000034,84
6000035,68
6000036,87
6000037,95
6000038,71
6000039,55
6000040,90
6000041,74
6000042,86
6000043,84
6000044,85
6000045,74
6000046,74
6000047,72
6000048,65
6000049,82
6000050,71
6000051,99
6000052,100
6000053,69
6000054,74
6000055,81
6000056,68
6000057,65
6000058,64
6000059,80
6000060,72
6000061,77
6000062,65
6000063,67
6000064,71
6000065,77
6000066,89
6000067,91
6000068,85
6000069,78
6000070,81
6000071,63
6000072,71
6000073,79
6000074,73
6000075,75
6000076,62
6000077,90
6000078,81
6000079,72
6000080,87
6000081,72
6000082,72
6000083,88
6000084,71
6000085,89
6000086,84
6000087,77
6000088,95
6000089,78
6000090,79
6000091,82
6000092,80
6000093,70
6000094,69
6000095,80
6000096,64
6000097,80
6000098,78
6000099,77
6000100,80
6000101,77
6000102,77
6000103,90
6000104,78
6000105,84
6000106,73
6000107,72
6000108,68
6000109,89
6000110,75
6000111,75
6000112,94
6000113,72
6000114,88
6000115,74
6000116,73
6000117,60
6000118,75
6000119,80
6000120,79
6000121,90
6000122,64
6000123,70
6000124,88
6000125,92
6000126,76
6000127,71
6000128,77
6000129,75
6000130,69
6000131,89
6000132,88
6000133,69
6000134,75
6000135,78
6000136,82
6000137,68
6000138,82
6000139,90
6000140,83
6000141,87
6000142,68
6000143,81
6000144,83
6000145,77
6000146,75
6000147,76
6000148,76
6000149,70
6000150,82
6000151,88
6000152,76
6000153,84
6000154,76
6000155,78
6000156,85
6000157,80
6000158,79
6000159,67
6000160,73
6000161,57
6000162,77
6000163,87
6000164,70
6000165,66
6000166,72
6000167,64
6000168,88
6000169,94
6000170,68
6000171,97
6000172,85
6000173,83
6000174,74
6000175,81
6000176,70
6000177,88
6000178,70
6000179,69
6000180,72
6000181,92
6000182,58
6000183,77
6000184,82
6000185,84
6000186,77
6000187,77
6000188,67
6000189,78
6000190,79
6000191,73
6000192,69
6000193,78
6000194,63
6000195,83
6000196,100
6000197,94
6000198,83
6000199,74
6000200,85
6000201,74
6000202,51
6000203,81
6000204,72
6000205,65
6000206,67
6000207,63
6000208,69
6000209,68
6000210,81
6000211,69
6000212,77
6000213,87
6000214,59
6000215,66
6000216,65
6000217,74
6000218,81
6000219,56
6000220,58
6000221,85
6000222,79
6000223,84
6000224,73
6000225,74
6000226,69
6000227,78
6000228,87
6000229,77
6000230,89
6000231,74
6000232,74
6000233,79
6000234,76
6000235,86
6000236,79
6000237,69
6000238,86
6000239,67
6000240,69
6000241,84
6000242,82
6000243,79
6000244,86
6000245,78
6000246,78
6000247,99
6000248,84
6000249,73
6000250,70
6000251,74
6000252,78
6000253,70
6000254,86
6000255,78
6000256,81
6000257,83
6000258,77
6000259,91
6000260,85
6000261,79
6000262,87
6000263,75
6000264,82
6000265,73
6000266,84
6000267,84
6000268,66
6000269,71
6000270,84
6000271,78
6000272,72
6000273,74
6000274,81
6000275,84
6000276,89
6000277,90
6000278,93
6000279,88
6000280,71
6000281,95
6000282,69
6000283,86
6000284,76
6000285,72
6000286,100
6000287,92
6000288,65
6000289,79
6000290,80
6000291,72
6000292,74
6000293,69
6000294,87
6000295,83
6000296,74
6000297,63
6000298,91
6000299,70
6000300,70
6000301,78
6000302,81
6000303,93
6000304,86
6000305,77
6000306,89
6000307,70
6000308,68
6000309,69
6000310,68
6000311,78
6000312,86
6000313,92
6000314,80
6000315,86
6000316,84
6000317,92
6000318,90
6000319,81
6000320,82
6000321,67
6000322,86
6000323,71
6000324,76
6000325,92
6000326,72
6000327,77
6000328,74
6000329,61
6000330,60
6000331,77
6000332,82
6000333,82
6000334,82
6000335,76
6000336,87
6000337,71
6000338,74
6000339,84
6000340,61
6000341,66
6000342,64
6000343,100
6000344,63
6000345,91
6000346,77
6000347,83
6000348,79
6000349,78
6000350,85
6000351,75
6000352,81
6000353,70
6000354,88
6000355,80
6000356,74
6000357,92
6000358,97
6000359,90
6000360,87
6000361,71
6000362,79
6000363,74
6000364,74
6000365,86
6000366,80
6000367,77
6000368,67
6000369,96
6000370,75
6000371,63
6000372,86
6000373,76
6000374,65
6000375,70
6000376,71
6000377,66
6000378,71
6000379,76
6000380,88
6000381,79
6000382,74
6000383,84
6000384,66
6000385,78
6000386,65
6000387,71
6000388,83
6000389,80
6000390,72
6000391,70
6000392,85
6000393,64
6000394,66
6000395,82
6000396,86
6000397,82
6000398,66
6000399,90
6000400,88
6000401,73
6000402,70
6000403,84
6000404,69
6000405,88
6000406,75
6000407,80
6000408,77
6000409,74
6000410,85
6000411,62
6000412,74
6000413,86
6000414,70
6000415,89
6000416,82
6000417,89
6000418,86
6000419,78
6000420,95
6000421,80
